Varroa Population Simulation - May 03,2018  07:39:40 PM
VarroaPop Version 3.2.8.12 March 2018

                                        Capped  Capped                                                                      Prop           Conc          Conc                                             
            Colony  Adult  Adult         Drone   Wkr    Drone  Wkr    Drone  Wkr  Free   DBrood WBrood DMite  WMite  Mites  Mites  Colony Pollen Colony Nectar   Dead   Dead   Dead   Dead   Dead    Queen      Ave
     Date   Size   Drones   Wkr   Forgrs Brood  Brood   Larv   Larv    Eggs  Eggs Mites  Mites  Mites  /Cell  /Cell  Dying  Dying  Pollen  Pest  Nectar  Pest    DLarv  WLarv  DAdlt  WAdlt  Forgrs  Strength   Temp   Rain
06/09/1989  31248     20  21530   9374     77   8275     71   3837     62   2743      0      0      0   0.00   0.00      0   0.00 18663.3  0.000 18700.3  0.000      0      0      0      0      0      3.000   24.200  0.402
06/10/1989  31649     25  21244   9494     79   8357     82   4011     71   2909      0      0      0   0.00   0.00      0   0.00 18741.5  0.000 19754.5  0.000      0      0      0      0      0      3.000   24.600  0.000
06/11/1989  32066     30  20974   9619     81   8472     96   4195     76   2973      0      0      0   0.00   0.00      0   0.00 18816.5  0.000 20694.2  0.000      0      0      0      0      0      3.000   21.900  0.000
06/12/1989  32293     35  20716   9687     82   8636    113   4381     81   3010      0      0      0   0.00   0.00      0   0.00 18887.4  0.000 21649.1  0.000      0      0      0      0      0      3.000   22.400  0.110
06/13/1989  32707     40  20443   9812     86   8836    131   4590     86   3089      0      0      0   0.00   0.00      0   0.00 18955.0  0.000 22618.2  0.000      0      0      0      0      0      3.000   25.100  0.012
06/14/1989  33110     45  20151   9933     92   9063    146   4740     94   3276      0      0      0   0.00   0.00      0   0.00 19019.2  0.000 23664.0  0.000      0      0      0      0      0      3.000   26.900  0.000
06/15/1989  33779     50  19415  10133    101   9253    160   4899    102   3435      0      0      0   0.00   0.00      0   0.00 18939.1  0.000 19420.6  0.000      0      0      0      0      0      3.000   26.300  0.358
06/16/1989  34485     55  18716  10345    113   9465    175   5085    105   3436      0      0      0   0.00   0.00      0   0.00 18856.8  0.000 15081.8  0.000      0      0      0      0      0      3.000   22.200  0.618
06/17/1989  35173     61  17998  10551    125   9759    191   5273    109   3393      0      0      0   0.00   0.00      0   0.00 18772.7  0.000 10652.8  0.000      0      0      0      0      0      3.000   21.800  0.280
06/18/1989  35546     67  17167  10663    140  10210    206   5425    116   3445      0      0      0   0.00   0.00      0   0.00 18853.7  0.000 11747.8  0.000      0      0      0      0      0      3.000   24.100  0.000
06/19/1989  35930     74  16346  10779    156  10608    218   5548    127   3626      0      0      0   0.00   0.00      0   0.00 18930.2  0.000 12922.6  0.000      0      0      0      0      0      3.000   25.200  0.000
06/20/1989  36576     81  14985  10972    176  10982    229   5656    135   3740      0      0      0   0.00   0.00      0   0.00 18843.9  0.000 8357.2  0.000      0      0      0      0      0      3.000   22.900  0.319
06/21/1989  37258     86  13662  11177    197  11404    246   5781    142   3788      0      0      0   0.00   0.00      0   0.00 18756.0  0.000 3690.5  0.000      0      0      0      0      0      3.000   22.900  0.752
06/22/1989  37776     91  12377  11332    220  11853    264   5898    151   3875      0      0      0   0.00   0.00      0   0.00 18843.1  0.000 4662.0  0.000      0      0      0      0      0      3.000   24.800  0.000
06/23/1989  38462     97  12649  11538    246  12345    278   5961    163   4029      0      0      0   0.00   0.00      0   0.00 18750.2  0.000    0.0  0.000      0      0      0      0      0      3.000   24.600  0.559
06/24/1989  38996    104  12914  11698    273  12716    294   6133    171   4139      0      0      0   0.00   0.00      0   0.00 18840.5  0.000 1016.9  0.000      0      0      0      0      0      3.000   24.200  0.161
06/25/1989  39591    111  13195  11877    302  13047    313   6380    175   4171      0      0      0   0.00   0.00      0   0.00 18925.6  0.000 2036.6  0.000      0      0      0      0      0      3.000   24.600  0.000
06/26/1989  40203    114  13491  12060    331  13460    336   6545    179   4251      0      0      0   0.00   0.00      0   0.00 19005.6  0.000 3066.0  0.000      0      0      0      0      0      3.000   26.700  0.000
06/27/1989   6483      0   6290    193    360  13914    356   6646    185   4372      0      0      0   0.00   0.00      0   0.00 19080.9  0.000 4122.1  0.012      0      0    118   7514  26700      3.000   27.800  0.000
06/28/1989   7317      8   7080    229    392  14295    372   6811    126   3051      0      0      0   0.00   0.00      0   0.00 19040.7  0.000 3304.8  0.011      0      0      3      2     26      3.000   25.500  0.831
06/29/1989   8168     13   7917    238    424  14654    388   7008     64   1672      0      0      0   0.00   0.00      0   0.00 19035.4  0.000 2536.5  0.010      0      0      9      7     54      3.000   24.400  0.012
06/30/1989   9072     21   8820    231    453  15046    406   7143      0    257      0      0      0   0.00   0.00      0   0.00 19025.5  0.000 1668.8  0.007      0      0      9      5     49      3.000   22.000  0.000
07/01/1989  10054     32   9767    255    485  15415    356   5833      0    263      0      0      0   0.00   0.00      0   0.00 19014.4  0.000  718.0  0.000      0      0      7      3     40      3.000   21.700  0.000
07/02/1989  11027     51  10671    305    519  15820    301   4541      0    269      0      0      0   0.00   0.00      0   0.00 19002.9  0.000    0.0  0.000      0      0      2      1      9      3.000   22.800  0.000
07/03/1989  12043     72  11610    361    554  16207    243   3229      0    296      0      0      0   0.00   0.00      0   0.00 18995.7  0.000    0.0  0.000      0      0      2      1     11      3.000   24.000  0.000
07/04/1989  13143     96  12637    410    585  16577    185   1845      0    350      0      0      0   0.00   0.00      0   0.00 18994.6  0.000    0.0  0.000      0      0      3      1     15      3.000   25.500  0.031
07/05/1989  14333    122  13731    480    618  16916    126    438      0    405      0      0      0   0.00   0.00      0   0.00 18939.1  0.000    0.0  0.000      0      0      0      0      0      3.000   24.300  0.209
07/06/1989  15533    150  14825    558    652  15823     64    474      0    465      0      0      0   0.00   0.00      0   0.00 18880.0  0.000    0.0  0.000      0      0      0      0      0      3.000   25.100  0.461
07/07/1989  16665    182  15843    640    684  14813      0    523      0    524      0      0      0   0.00   0.00      0   0.00 18817.7  0.000    0.0  0.000      0      0      0      0      0      3.000   25.100  0.260
07/08/1989  17763    206  16881    676    650  13780      0    586      0    600      0      0      0   0.00   0.00      0   0.00 18819.5  0.000    0.0  0.000      0      0     10      3     38      3.000   26.400  0.000
07/09/1989  18643    220  17650    773    614  12641      0    676      0    661      0      0      0   0.00   0.00      0   0.00 18824.2  0.000    0.0  0.000      0      0     22      9    343      3.000   26.200  0.000
07/10/1989  19541    234  18469    838    579  11456      0    778      0    734      0      0      0   0.00   0.00      0   0.00 18829.2  0.000    0.0  0.000      0      0     21      9    350      3.000   28.000  0.000
07/11/1989  20365    247  19193    925    541  10336      0    890      0    801      0      0      0   0.00   0.00      0   0.00 18835.2  0.000    0.0  0.000      0      0     25     11    403      3.000   29.200  0.000
07/12/1989  21167    261  19923    983    498   9203      0    987      0    869      0      0      0   0.00   0.00      0   0.00 18841.7  0.000    0.0  0.000      0      0     29     12    432      3.000   26.800  0.000
07/13/1989  22581    307  20731   1543    452   7986      0   1107      0    898      0      0      0   0.00   0.00      0   0.00 18764.2  0.000    0.0  0.000      0      0      0      0      0      3.000   24.100  1.299
07/14/1989  23445    315  21558   1572    406   6772      0   1226      0   1014      0      0      0   0.00   0.00      0   0.00 18776.0  0.000    0.0  0.000      0      0     38     29    486      3.000   24.300  0.000
07/15/1989  24877    365  22369   2143    356   5588      0   1332      0   1132      0      0      0   0.00   0.00      0   0.00 18693.0  0.000    0.0  0.000      0      0      0      0      0      3.000   25.000  0.480
07/16/1989  26332    420  23150   2762    301   4415      0   1405      1   1318      0      0      0   0.00   0.00      0   0.00 18606.7  0.000    0.0  0.000      0      0      0      0      0      3.000   23.000  0.630
07/17/1989  27859    478  23984   3397    243   3182      0   1579      4   1436      0      0      0   0.00   0.00      0   0.00 18516.7  0.000    0.0  0.000      0      0      0      0      0      3.000   20.900  0.299
07/18/1989  28603    480  24715   3408    185   1950      0   1730      9   1636      0      0      0   0.00   0.00      0   0.00 18549.2  0.000    0.0  0.000      0      0     56    124    634      3.000   22.800  0.000
07/19/1989  27829    474  23934   3421    126   2165      1   1922     13   1801      0      0      0   0.00   0.00      0   0.00 18583.4  0.000    0.0  0.000      0      0     57      8    836      3.000   24.600  0.079
07/20/1989  27013    471  23108   3434     64   2379      4   2146     15   1915      0      0      0   0.00   0.00      0   0.00 18617.9  0.000    0.0  0.000      0      0     60     10    890      3.000   23.900  0.039
07/21/1989  26091    465  22215   3411      0   2591      9   2468     15   1944      0      0      0   0.00   0.00      0   0.00 18652.2  0.000    0.0  0.000      0      0     62     10    955      3.000   24.400  0.000
07/22/1989  25139    454  21273   3412      0   2916     14   2709     15   1948      0      0      0   0.00   0.00      0   0.00 18686.4  0.000    0.0  0.000      0      0      0     10   1001      3.000   24.800  0.000
07/23/1989  24225    435  20382   3408      0   3242     19   2929     16   1980      0      0      0   0.00   0.00      0   0.00 18719.8  0.000    0.0  0.000      0      0      0     11    961      3.000   26.200  0.000
07/24/1989  24319    414  19485   4420      0   3613     24   3094     17   2020      0      0      0   0.00   0.00      0   0.00 18657.6  0.000    0.0  0.000      0      0      0      0      0      3.000   27.500  0.350
07/25/1989  23288    390  18499   4399      0   4002     29   3221     22   2130      0      0      0   0.00   0.00      0   0.00 18702.2  0.000    0.0  0.000      0      0      0     27   1089      3.000   26.200  0.000
07/26/1989  22163    364  17454   4345      1   4473     34   3273     26   2226      0      0      0   0.00   0.00      0   0.00 18745.8  0.000    0.0  0.000      0      0      0     31   1155      3.000   26.600  0.150
07/27/1989  22310    336  16457   5517      4   4949     37   3313     29   2261      0      0      0   0.00   0.00      0   0.00 18699.1  0.000    0.0  0.000      0      0      0      0      0      3.000   24.200  0.421
07/28/1989  21279    304  15512   5463      9   5393     42   3436     32   2342      0      0      0   0.00   0.00      0   0.00 18752.5  0.000  390.3  0.047      0      0      0     43   1092      3.000   26.200  0.000
07/29/1989  20037    280  14571   5186     14   5817     47   3555     34   2375      0      0      0   0.00   0.00      0   0.00 18801.6  0.000  838.3  0.047      0      0      0     50   1110      3.000   24.000  0.000
07/30/1989  18960    266  13541   5153     19   6236     51   3626     36   2439      0      0      0   0.00   0.00      0   0.00 18847.1  0.000 1316.8  0.047      0      0      0     51   1206      3.000   24.300  0.000
07/31/1989  17877    252  12472   5153     24   6639     59   3798     35   2407      0      0      0   0.00   0.00      0   0.00 18808.0  0.000    0.0  0.000      0      0      0     61   1272      3.000   25.800  0.752
08/01/1989  16776    239  11478   5032     29   7036     66   3910     34   2390      0      0      0   0.00   0.00      0   0.00 18848.2  0.000  449.4  0.047      0      0      0     64   1215      3.000   24.200  0.012
08/02/1989  15740    225  10456   4722     35   7497     71   3935     34   2365      0      0      0   0.00   0.00      0   0.00 18811.7  0.000    0.0  0.000      0      0      0     66   1260      3.000   23.400  0.358
08/03/1989  14468    179   9323   4340     41   7967     77   3979     33   2333      0      0      0   0.00   0.00      0   0.00 18846.9  0.000  454.1  0.047      0      0      0     65   1358      3.000   24.400  0.000
08/04/1989  13334    171   8284   4000     51   8283     78   4039     33   2370      0      0      0   0.00   0.00      0   0.00 18878.6  0.000  899.2  0.047      0      0      0     89   1350      3.000   27.200  0.000
08/05/1989  11584    121   7232   3475     61   8707     79   3958     33   2420      0      0      0   0.00   0.00      0   0.00 18905.7  0.000 1345.6  0.047      0      0      0     92   1372      3.000   27.100  0.000
08/06/1989   8648     66   6213   2369     70   9024     81   3937     31   2419      0      0      0   0.00   0.00      0   0.00 18926.1  0.000 1775.2  0.047      0      0      0    105   1390      3.000   28.400  0.000
08/07/1989   7535      8   5157   2260     83   9286     79   3970     22   2152      0      0      0   0.00   0.00      0   0.00 18898.9  0.000  770.5  0.000      0      0      0    115   1468      3.000   26.400  0.319
08/08/1989   8141      6   4400   2442     95   9478     78   3971     12   1816      0      0      0   0.00   0.00      0   0.00 18915.1  0.000 1027.9  0.000      0      0      0      0      0      3.000   20.500  0.000
08/09/1989   8775      5   4980   2632    105   9613     76   3966      8   1647      0      0      0   0.00   0.00      0   0.00 18932.2  0.000 1336.5  0.000      0      0      0      0      0      3.000   20.600  0.031
08/10/1989   9418      6   5542   2825    114   9736     66   3757     11   1622      0      0      0   0.00   0.00      0   0.00 18909.4  0.000 1261.3  0.000      0      0      0      0      0      3.000   16.600  0.669
08/11/1989  10056      9   6115   3016    120   9867     56   3454     15   1710      0      0      0   0.00   0.00      0   0.00 18929.1  0.000 1652.3  0.000      0      0      0      0      0      3.000   18.000  0.000
08/12/1989  10700     14   6696   3210    126  10035     50   3243     16   1719      0      0      0   0.00   0.00      0   0.00 18949.6  0.000 2092.3  0.000      0      0      0      0      0      3.000   20.300  0.000
08/13/1989  11363     19   7286   3408    132  10176     44   2959     18   1872      0      0      0   0.00   0.00      0   0.00 18971.1  0.000 2598.0  0.000      0      0      0      0      0      3.000   23.400  0.000
08/14/1989  11032     24   7863   3145    138  10266     38   2745     20   1974      0      0      0   0.00   0.00      0   0.00 18990.3  0.000 3072.8  0.000      0      0      0      0      0      3.000   22.300  0.161
08/15/1989  11793     29   8517   3247    144  10057     33   2810     18   1964      0      0      0   0.00   0.00      0   0.00 19009.7  0.000 3532.9  0.000      0      0      0      0      0      3.000   23.600  0.000
08/16/1989  11388     35   9169   2184    147   9766     31   3015     16   1915      0      0      0   0.00   0.00      0   0.00 19021.8  0.000 3520.6  0.000      0      0      0      0      0      3.000   24.600  0.130
08/17/1989  12120     41   9721   2358    143   9652     36   3072     10   1752      0      0      0   0.00   0.00      0   0.00 18975.9  0.000 2292.4  0.000      0      0      0      0      0      3.000   24.200  2.512
08/18/1989  12968     51  10413   2504    134   9337     39   3152      7   1655      0      0      0   0.00   0.00      0   0.00 18990.3  0.000 2267.8  0.000      0      0      0      0      0      3.000   23.000  0.189
08/19/1989  13773     61  11040   2672    129   9101     39   3220      4   1546      0      0      0   0.00   0.00      0   0.00 19005.5  0.000 2221.1  0.000      0      0      0      0      0      3.000   22.600  0.000
08/20/1989  14563     70  11646   2847    125   8932     35   3105      5   1620      0      0      0   0.00   0.00      0   0.00 19021.5  0.000 2163.9  0.000      0      0      0      0      0      3.000   25.100  0.000
08/21/1989  15381     83  12248   3050    117   8802     31   2935      7   1718      0      0      0   0.00   0.00      0   0.00 19038.5  0.000 2117.9  0.000      0      0      0      0      0      3.000   26.100  0.000
08/22/1989  16169     95  12804   3270    111   8685     27   2792      9   1838      0      0      0   0.00   0.00      0   0.00 19056.5  0.000 2093.3  0.000      0      0      0      0      0      3.000   26.900  0.000
08/23/1989  16935    106  13331   3498    107   8531     22   2761     12   1941      0      0      0   0.00   0.00      0   0.00 19075.6  0.000 2090.8  0.000      0      0      0      0      0      3.000   28.000  0.051
08/24/1989  17729    118  13878   3733    102   8384     18   2738     14   2010      0      0      0   0.00   0.00      0   0.00 19017.5  0.000  181.5  0.000      0      0      0      0      0      3.000   26.100  0.630
08/25/1989  18553    129  14380   4044     95   8067     18   2878     15   2032      0      0      0   0.00   0.00      0   0.00 19040.7  0.000  275.1  0.000      0      0      0      0      0      3.000   23.700  0.012
08/26/1989  19368    140  14865   4363     89   7766     18   3047     16   2017      0      0      0   0.00   0.00      0   0.00 19065.3  0.000  427.0  0.000      0      0      0      0      0      3.000   22.300  0.000
08/27/1989  18781    151  15265   3365     79   7511     22   3202     18   2029      0      0      0   0.00   0.00      0   0.00 19083.2  0.000  138.4  0.000      0      0      0      0      0      3.000   22.300  0.000
08/28/1989  19197    162  15408   3627     69   7535     26   3290     18   2016      0      0      0   0.00   0.00      0   0.00 19102.3  0.000    0.0  0.000      0      0      0      0      0      3.000   25.200  0.012
08/29/1989  19609    173  15265   4171     60   7668     30   3346     17   2025      0      0      0   0.00   0.00      0   0.00 19124.3  0.000    0.0  0.000      0      0      0      0      0      3.000   25.400  0.000
08/30/1989  20155    181  15226   4748     53   7702     35   3393     17   2071      0      0      0   0.00   0.00      0   0.00 19149.0  0.000  190.7  0.000      0      0      0      0      0      3.000   26.700  0.000
08/31/1989  20601    180  15115   5306     54   7854     37   3365     20   2143      0      0      0   0.00   0.00      0   0.00 19176.1  0.000  590.1  0.000      0      0      0      0      0      3.000   23.600  0.000
09/01/1989  21050    176  15031   5843     57   7968     38   3361     24   2231      0      0      0   0.00   0.00      0   0.00 19205.3  0.000 1192.3  0.000      0      0      0      0      0      3.000   24.000  0.000
09/02/1989  21560    176  14997   6387     57   8015     40   3432     28   2318      0      0      0   0.00   0.00      0   0.00 19236.3  0.000 1997.3  0.000      0      0      0      0      0      3.000   25.900  0.000
09/03/1989  21952    176  15007   6585     57   7999     43   3491     31   2366      0      0      0   0.00   0.00      0   0.00 19267.1  0.000 2844.0  0.000      0      0      0      0      0      3.000   22.100  0.000
09/04/1989  22467    176  14985   6740     57   8023     47   3563     33   2358      0      0      0   0.00   0.00      0   0.00 19297.4  0.000 3700.7  0.000      0      0      0      0      0      3.000   20.800  0.000
09/05/1989  22903    177  14831   6870     57   8067     52   3734     33   2291      0      0      0   0.00   0.00      0   0.00 19327.0  0.000 4542.2  0.000      0      0      0      0      0      3.000   20.200  0.039
09/06/1989  23355    178  14696   7006     57   8109     56   3832     35   2355      0      0      0   0.00   0.00      0   0.00 19356.0  0.000 5366.3  0.000      0      0      0      0      0      3.000   22.900  0.000
09/07/1989  23650    179  14476   7095     55   8342     62   3850     37   2435      0      0      0   0.00   0.00      0   0.00 19384.0  0.000 6207.0  0.000      0      0      0      0      0      3.000   22.100  0.000
09/08/1989  23928    173  14144   7178     56   8555     68   3882     40   2542      0      0      0   0.00   0.00      0   0.00 19411.2  0.000 7041.2  0.000      0      0      0      0      0      3.000   22.900  0.000
09/09/1989  23976    168  13867   7192     58   8794     74   3956     43   2617      0      0      0   0.00   0.00      0   0.00 19437.2  0.000 7862.3  0.000      0      0      0      0      0      3.000   24.500  0.000
09/10/1989  24227    160  13657   7268     65   9040     79   3967     47   2726      0      0      0   0.00   0.00      0   0.00 19462.4  0.000 8702.4  0.000      0      0      0      0      0      3.000   26.000  0.000
09/11/1989  24497    148  13455   7349     73   9203     84   4058     50   2824      0      0      0   0.00   0.00      0   0.00 19486.7  0.000 9549.2  0.000      0      0      0      0      0      3.000   26.600  0.000
09/12/1989  24752    138  13315   7425     82   9314     89   4215     51   2840      0      0      0   0.00   0.00      0   0.00 19510.1  0.000 10395.2  0.000      0      0      0      0      0      3.000   24.700  0.020
09/13/1989  25013    129  13233   7503     91   9390     95   4402     51   2822      0      0      0   0.00   0.00      0   0.00 19532.7  0.000 11238.4  0.000      0      0      0      0      0      3.000   24.500  0.000
09/14/1989  25063    120  13132   7518     99   9548    101   4527     51   2779      0      0      0   0.00   0.00      0   0.00 19554.3  0.000 12088.0  0.000      0      0      0      0      0      3.000   24.200  0.031
09/15/1989  25724    113  12977   7717    106   9717    107   4620     51   2777      0      0      0   0.00   0.00      0   0.00 19487.0  0.000 8910.5  0.000      0      0      0      0      0      3.000   24.800  0.272
09/16/1989  25735    107  12830   7720    114   9915    111   4682     51   2779      0      0      0   0.00   0.00      0   0.00 19511.3  0.000 9759.7  0.000      0      0      0      0      0      3.000   24.400  0.098
09/17/1989  25780    101  12742   7734    122  10136    115   4689     50   2740      0      0      0   0.00   0.00      0   0.00 19534.5  0.000 10588.6  0.000      0      0      0      0      0      3.000   22.600  0.000
09/18/1989  25778     95  12841   7733    131  10427    118   4671     47   2616      0      0      0   0.00   0.00      0   0.00 19556.6  0.000 11417.5  0.000      0      0      0      0      0      3.000   19.800  0.000
09/19/1989  25795     90  13039   7738    141  10714    119   4637     43   2444      0      0      0   0.00   0.00      0   0.00 19577.6  0.000 12281.9  0.000      0      0      0      0      0      3.000   18.600  0.051
09/20/1989  26532     88  13166   7959    151  10905    118   4589     41   2387      0      0      0   0.00   0.00      0   0.00 19506.0  0.000 8998.4  0.000      0      0      0      0      0      3.000   21.700  1.059
09/21/1989  26588     91  13362   7976    163  11106    115   4465     43   2498      0      0      0   0.00   0.00      0   0.00 19530.1  0.000 9893.3  0.000      0      0      0      0      0      3.000   25.700  0.161
09/22/1989  27357     95  13560   8207    175  11262    111   4302     45   2640      0      0      0   0.00   0.00      0   0.00 19456.5  0.000 6525.5  0.000      0      0      0      0      0      3.000   25.700  0.449
09/23/1989  27494     97  13765   8248    185  11364    108   4199     45   2625      0      0      0   0.00   0.00      0   0.00 19484.0  0.000 7474.7  0.000      0      0      0      0      0      3.000   21.500  0.079
09/24/1989  27507    100  13856   8252    194  11519    107   4184     38   2275      0      0      0   0.00   0.00      0   0.00 19510.1  0.000 10508.6  0.000      0      0      0      0      0      3.000   13.300  0.000
09/25/1989  28268    104  13944   8480    202  11644    105   4202     32   1944      0      0      0   0.00   0.00      0   0.00 19429.4  0.000 10340.9  0.000      0      0      0      0      0      3.000   13.700  1.079
09/26/1989  28262    109  14092   8478    208  11689    102   4208     29   1862      0      0      0   0.00   0.00      0   0.00 19459.1  0.000 11341.2  0.000      0      0      0      0      0      3.000   19.100  0.031
09/27/1989  28379    113  14296   8513    213  11608     95   4015     29   1894      0      0      0   0.00   0.00      0   0.00 19487.4  0.000 14472.0  0.000      0      0      0      0      0      3.000   14.900  0.000
09/28/1989  28374    117  14627   8512    216  11596     90   3759     29   1903      0      0      0   0.00   0.00      0   0.00 19514.1  0.000 17602.6  0.000      0      0      0      0      0      3.000   14.600  0.000
09/29/1989  28444    124  14979   8533    218  11645     88   3572     28   1854      0      0      0   0.00   0.00      0   0.00 19539.5  0.000 18616.3  0.000      0      0      0      0      0      3.000   18.800  0.000
09/30/1989  29366    132  15367   8809    219  11631     83   3269     28   1888      0      0      0   0.00   0.00      0   0.00 19456.4  0.000 18443.9  0.000      0      0      0      0      0      3.000   17.500  0.591
10/01/1989  30324    144  15733   9097    222  11495     76   3037     28   1961      0      0      0   0.00   0.00      0   0.00 19375.5  0.000 14827.1  0.000      0      0      0      0      0      3.000   18.300  1.598
